site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_plantation,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,source_file
id_5183533,8,Zambia_0.05_n_1025-1049.csv,,KL,27.34855971396889,-15.419975849172928,False,1,2020,9,22,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5180501,9,Zambia_0.05_n_1025-1049.csv,,KL,27.49748424448987,-15.338326579495574,False,1,2020,10,25,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5180501,9,Zambia_0.05_n_1025-1049.csv,,KL,27.49748424448987,-15.338326579495574,False,2,2018,8,29,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5180501,9,Zambia_0.05_n_1025-1049.csv,,KL,27.49748424448987,-15.338326579495574,False,3,2017,9,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5136351,15,Zambia_0.05_n_1025-1049.csv,,KL,29.41971342743277,-13.9796372052403,True,1,2024,8,6,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5136351,15,Zambia_0.05_n_1025-1049.csv,,KL,29.41971342743277,-13.9796372052403,True,2,2019,7,8,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5107092,17,Zambia_0.05_n_1025-1049.csv,,KL,22.847890313408303,-13.008975334391796,False,1,2019,7,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5081992,20,Zambia_0.05_n_1025-1049.csv,,KL,29.56702071611068,-12.1260573251937,False,1,2023,7,31,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5081992,20,Zambia_0.05_n_1025-1049.csv,,KL,29.56702071611068,-12.1260573251937,False,2,2019,8,26,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5081992,20,Zambia_0.05_n_1025-1049.csv,,KL,29.56702071611068,-12.1260573251937,False,3,2019,6,26,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,,KL,27.7408669435007,-12.824183026220645,False,1,2023,7,29,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,,KL,27.7408669435007,-12.824183026220645,False,2,2021,10,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,,KL,27.7408669435007,-12.824183026220645,False,3,2017,7,17,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,,KL,27.7408669435007,-12.824183026220645,False,4,2016,8,7,4,0.26712432190214497,0.26712432190214497,2669.490409019237,2669.490409019237,2669.490409019237,2669.490409019237,0.0,0.0,0.0,0.0,KL_1025-1049
id_5100388,18,Zambia_0.05_n_1025-1049.csv,,KL,27.7408669435007,-12.824183026220645,False,5,2023,7,29,4,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5157787,13,Zambia_0.05_n_1025-1049.csv,,KL,28.0629048093993,-14.766840757060304,False,1,2016,8,12,2,0.04575375525708123,0.0,228.6566474719324,,204.47256895417226,,0.0,0.0,0.0,0.0,KL_1025-1049
id_3587739,14,Zambia_0.05_n_1025-1049.csv,,KL,31.80841855210984,-14.223818774791328,True,1,2023,6,6,5,0.7795771721005424,0.761188308827647,303.3223626121231,307.87448308499285,33.71323146164286,33.71323146164286,0.0,0.0,0.0,0.0,KL_1025-1049
id_5176771,10,Zambia_0.05_n_1025-1049.csv,,KL,28.595864989725435,-15.233758409495271,False,1,2023,7,31,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
id_5176771,10,Zambia_0.05_n_1025-1049.csv,,KL,28.595864989725435,-15.233758409495271,False,2,2018,9,22,4,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_1025-1049
