site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_tree_crop,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,percent_coverage_hc_small-scale,source_file
id_5220928,1,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.13510661072223,-16.767214168977443,False,1,2020,9,21,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5220928,1,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.13510661072223,-16.767214168977443,False,2,2018,8,19,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5220928,1,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.13510661072223,-16.767214168977443,False,3,2017,7,8,4,0.03310551028210705,0.03310551028210705,330.78916381816794,330.78916381816794,330.78916381816794,330.78916381816794,0.0,0.0,0.0,0.0,0.03310551028210705,PS_975-999
id_5217438,2,Zambia_0.05_n_975-999.csv,PeterSiame,raw,26.309730865423,-16.67571039719955,True,1,2023,10,3,5,0.06529873476504813,0.06529873476504813,217.515392841466,217.515392841466,120.39732520166297,120.39732520166297,0.0,0.0,0.0,0.0,0.06529873476504813,PS_975-999
id_5200585,3,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.16275731247106,-16.170555401220255,True,1,2023,6,28,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5200585,3,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.16275731247106,-16.170555401220255,True,2,2018,10,21,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5199178,4,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.37782253543396,-16.125081738326383,True,1,2023,6,26,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5199178,4,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.37782253543396,-16.125081738326383,True,2,2023,6,23,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5199178,4,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.37782253543396,-16.125081738326383,True,3,2018,8,11,4,0.04413274826544996,0.04413274826544996,440.99396357645037,440.99396357645037,440.99396357645037,440.99396357645037,0.0,0.0,0.0,0.0,0.04413274826544996,PS_975-999
id_5191680,5,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.10554916323675,-15.81522667168522,False,1,2017,8,29,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5191680,5,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.10554916323675,-15.81522667168522,False,2,2016,8,13,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5191680,5,Zambia_0.05_n_975-999.csv,PeterSiame,raw,28.10554916323675,-15.81522667168522,False,3,2016,6,2,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5162622,7,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.5057495212704,-14.89530738517688,True,1,2018,8,6,5,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,PS_975-999
id_5162622,7,Zambia_0.05_n_975-999.csv,PeterSiame,raw,27.5057495212704,-14.89530738517688,True,2,2017,9,12,5,1.1042329310271166,1.1042329310271166,3685.9829213038997,3685.9829213038997,1283.4647016885247,1283.4647016885247,0.0,0.0,0.0,0.0,1.1042329310271166,PS_975-999
