site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_hc,poly_avg_size,poly_avg_size_hc,poly_min_size,poly_min_size_hc,percent_coverage_hc_plantation,percent_coverage_hc_industrial,percent_coverage_hc_lawn,percent_coverage_hc_covered,source_file
id_5168346,8,Zambia_0.05_n_725-749.csv,,KL,26.687395420902995,-15.040310386969027,False,1,2023,9,6,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5168346,8,Zambia_0.05_n_725-749.csv,,KL,26.687395420902995,-15.040310386969027,False,2,2019,10,30,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_3581818,14,Zambia_0.05_n_725-749.csv,,KL,31.8830428929548,-14.12473537724542,False,1,2024,6,30,2,0.03418234022335626,0.0,171.95521289174462,,120.8452619003572,,0.0,0.0,0.0,0.0,KL_725-749
id_3581818,14,Zambia_0.05_n_725-749.csv,,KL,31.8830428929548,-14.12473537724542,False,2,2021,9,16,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_3581818,14,Zambia_0.05_n_725-749.csv,,KL,31.8830428929548,-14.12473537724542,False,3,2016,6,3,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5137280,15,Zambia_0.05_n_725-749.csv,,KL,28.99441559864601,-14.019653008137954,False,1,2023,10,12,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_3556386,17,Zambia_0.05_n_725-749.csv,,KL,32.282892408201775,-13.638021242841484,False,1,2024,8,26,4,0.019372058355929676,0.010888030384188098,97.56904480680589,109.67754016639373,85.46054944721804,109.67754016639373,0.0,0.0,0.0,0.0,KL_725-749
id_3556386,17,Zambia_0.05_n_725-749.csv,,KL,32.282892408201775,-13.638021242841484,False,2,2017,9,10,2,0.010154267673459075,0.0,102.28492439658442,,102.28492439658442,,0.0,0.0,0.0,0.0,KL_725-749
id_5130509,16,Zambia_0.05_n_725-749.csv,,KL,28.28957713752233,-13.789392215880763,False,1,2017,7,31,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5130509,16,Zambia_0.05_n_725-749.csv,,KL,28.28957713752233,-13.789392215880763,False,2,2016,9,9,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5130509,16,Zambia_0.05_n_725-749.csv,,KL,28.28957713752233,-13.789392215880763,False,3,2016,8,23,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5161773,12,Zambia_0.05_n_725-749.csv,,KL,25.33060529907417,-14.871709965825554,False,1,2023,9,1,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
id_5161773,12,Zambia_0.05_n_725-749.csv,,KL,25.33060529907417,-14.871709965825554,False,2,2021,7,24,1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,KL_725-749
