site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5172961,9,Zambia_0.05_n_550-574.csv,,DSB,28.092695607716585,-15.14637452678233,true,1,2018,10,14,4
id_5172961,9,Zambia_0.05_n_550-574.csv,,DSB,28.092695607716585,-15.14637452678233,true,2,2017,8,28,5
id_5172961,9,Zambia_0.05_n_550-574.csv,,DSB,28.092695607716585,-15.14637452678233,true,3,2016,8,12,5
id_3536876,14,Zambia_0.05_n_550-574.csv,,DSB,30.144235320748912,-13.18909337679958,true,1,2020,7,7,4
id_3536876,14,Zambia_0.05_n_550-574.csv,,DSB,30.144235320748912,-13.18909337679958,true,2,2019,8,18,5
id_3536876,14,Zambia_0.05_n_550-574.csv,,DSB,30.144235320748912,-13.18909337679958,true,3,2018,7,28,5
id_5110647,15,Zambia_0.05_n_550-574.csv,,DSB,27.474260296674167,-13.150326850432789,true,1,2018,9,3,1
id_5105407,17,Zambia_0.05_n_550-574.csv,,DSB,27.89808849369721,-12.986445180008356,false,1,2022,7,25,1
id_5105407,17,Zambia_0.05_n_550-574.csv,,DSB,27.89808849369721,-12.986445180008356,false,2,2021,9,12,1
id_5105407,17,Zambia_0.05_n_550-574.csv,,DSB,27.89808849369721,-12.986445180008356,false,3,2018,8,23,1
id_5105407,17,Zambia_0.05_n_550-574.csv,,DSB,27.89808849369721,-12.986445180008356,false,4,2017,7,17,1
id_5105407,17,Zambia_0.05_n_550-574.csv,,DSB,27.89808849369721,-12.986445180008356,false,5,2016,7,14,1
id_5121688,12,Zambia_0.05_n_550-574.csv,,DSB,28.67609830830805,-13.515897754376889,true,1,2023,8,8,5
id_5121688,12,Zambia_0.05_n_550-574.csv,,DSB,28.67609830830805,-13.515897754376889,true,2,2016,9,1,5
id_5114640,13,Zambia_0.05_n_550-574.csv,,DSB,28.157633083076487,-13.283770580409849,true,1,2023,8,3,1
id_5114640,13,Zambia_0.05_n_550-574.csv,,DSB,28.157633083076487,-13.283770580409849,true,2,2021,9,16,1
id_5114640,13,Zambia_0.05_n_550-574.csv,,DSB,28.157633083076487,-13.283770580409849,true,3,2017,7,31,1
id_5114640,13,Zambia_0.05_n_550-574.csv,,DSB,28.157633083076487,-13.283770580409849,true,4,2016,8,2,1
id_5127364,11,Zambia_0.05_n_550-574.csv,,DSB,29.619778974261795,-13.670414544760082,true,1,2023,7,31,5
id_5127364,11,Zambia_0.05_n_550-574.csv,,DSB,29.619778974261795,-13.670414544760082,true,2,2020,7,6,1
id_5127364,11,Zambia_0.05_n_550-574.csv,,DSB,29.619778974261795,-13.670414544760082,true,3,2019,7,8,1
id_3574202,10,Zambia_0.05_n_550-574.csv,,DSB,31.65221203690749,-13.996996574227987,true,1,2023,7,2,3
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,1,2024,9,4,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,2,2022,10,6,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,3,2021,9,12,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,4,2020,8,31,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,5,2020,8,26,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,6,2019,7,9,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,7,2018,8,25,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,8,2017,9,23,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,9,2017,7,18,5
id_5092190,21,Zambia_0.05_n_550-574.csv,,DSB,27.80431821073314,-12.489437428599889,true,10,2017,7,17,5
id_3515717,20,Zambia_0.05_n_550-574.csv,,DSB,32.884373278038844,-12.517741505680975,false,1,2023,8,26,1
id_3515717,20,Zambia_0.05_n_550-574.csv,,DSB,32.884373278038844,-12.517741505680975,false,2,2017,10,18,1
id_3488549,22,Zambia_0.05_n_550-574.csv,,DSB,33.159746906375155,-11.233551761836951,false,1,2023,9,23,5
id_3488549,22,Zambia_0.05_n_550-574.csv,,DSB,33.159746906375155,-11.233551761836951,false,2,2019,10,9,1
id_3488549,22,Zambia_0.05_n_550-574.csv,,DSB,33.159746906375155,-11.233551761836951,false,3,2016,7,22,1
id_3439863,23,Zambia_0.05_n_550-574.csv,,DSB,32.684563979474724,-10.0757857596963,true,1,2023,9,18,4
id_3439863,23,Zambia_0.05_n_550-574.csv,,DSB,32.684563979474724,-10.0757857596963,true,2,2018,7,21,3
id_1381653,24,Zambia_0.05_n_550-574.csv,,DSB,29.535450891830568,-9.3484708649522,false,1,2024,8,19,1
id_1381653,24,Zambia_0.05_n_550-574.csv,,DSB,29.535450891830568,-9.3484708649522,false,2,2019,7,9,1
id_3518804,18,Zambia_0.05_n_550-574.csv,,DSB,32.98561053138583,-12.662453921382868,true,1,2023,9,10,3
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,1,2024,8,14,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,2,2022,7,25,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,3,2021,9,12,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,4,2020,8,28,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,5,2020,8,23,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,6,2019,7,9,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,7,2018,8,25,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,8,2018,8,19,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,9,2017,9,23,1
id_5094451,19,Zambia_0.05_n_550-574.csv,,DSB,27.9334396576658,-12.57039880251246,true,10,2017,7,17,1
id_1381555,25,Zambia_0.05_n_550-574.csv,,DSB,29.917427677730096,-9.336502831757093,true,1,2023,9,29,2
id_5217052,4,Zambia_0.05_n_550-574.csv,,DSB,24.80979534611525,-16.656247817699974,true,1,2023,10,31,1
id_5212173,5,Zambia_0.05_n_550-574.csv,,DSB,27.387957843383823,-16.52282186716319,true,1,2023,6,25,4
id_5212173,5,Zambia_0.05_n_550-574.csv,,DSB,27.387957843383823,-16.52282186716319,true,2,2019,7,27,1
id_5212173,5,Zambia_0.05_n_550-574.csv,,DSB,27.387957843383823,-16.52282186716319,true,3,2018,8,18,1
id_5212173,5,Zambia_0.05_n_550-574.csv,,DSB,27.387957843383823,-16.52282186716319,true,4,2018,8,10,3
id_5208585,6,Zambia_0.05_n_550-574.csv,,DSB,28.417858437525386,-16.409917206997786,false,1,2023,6,1,1
id_5208585,6,Zambia_0.05_n_550-574.csv,,DSB,28.417858437525386,-16.409917206997786,false,2,2019,6,13,1
id_5208585,6,Zambia_0.05_n_550-574.csv,,DSB,28.417858437525386,-16.409917206997786,false,3,2019,6,12,1
id_5208585,6,Zambia_0.05_n_550-574.csv,,DSB,28.417858437525386,-16.409917206997786,false,4,2019,6,7,1
id_5244416,2,Zambia_0.05_n_550-574.csv,,DSB,26.259819893115072,-17.443841683622757,false,1,2023,6,30,4
id_5221351,3,Zambia_0.05_n_550-574.csv,,DSB,27.93267576177973,-16.774187424424895,true,1,2019,9,5,1
id_5249413,1,Zambia_0.05_n_550-574.csv,,DSB,27.116848841313875,-17.580769263993755,false,1,2019,7,4,1
