site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5178244,8,Zambia_0.05_n_126-150.csv,,JL,22.64921180539044,-15.24237701620678,false,1,2023,7,30,1
id_5178244,8,Zambia_0.05_n_126-150.csv,,JL,22.64921180539044,-15.24237701620678,false,2,2018,7,25,1
id_5178244,8,Zambia_0.05_n_126-150.csv,,JL,22.64921180539044,-15.24237701620678,false,3,2018,6,27,1
id_5169677,9,Zambia_0.05_n_126-150.csv,,JL,22.76477525100872,-15.037139415842413,true,1,2023,9,9,4
id_5169677,9,Zambia_0.05_n_126-150.csv,,JL,22.76477525100872,-15.037139415842413,true,2,2018,8,5,2
id_5169677,9,Zambia_0.05_n_126-150.csv,,JL,22.76477525100872,-15.037139415842413,true,3,2017,6,18,3
id_5080226,19,Zambia_0.05_n_126-150.csv,,JL,26.56268370458588,-12.02909073587198,false,1,2023,9,27,1
id_5080226,19,Zambia_0.05_n_126-150.csv,,JL,26.56268370458588,-12.02909073587198,false,2,2022,6,16,2
id_5080226,19,Zambia_0.05_n_126-150.csv,,JL,26.56268370458588,-12.02909073587198,false,3,2022,6,12,2
id_5080226,19,Zambia_0.05_n_126-150.csv,,JL,26.56268370458588,-12.02909073587198,false,4,2021,8,3,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,1,2024,8,14,3
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,2,2022,10,1,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,3,2022,7,25,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,4,2021,9,12,3
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,5,2020,10,28,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,6,2020,8,28,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,7,2018,8,23,1
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,8,2018,8,19,3
id_5092765,18,Zambia_0.05_n_126-150.csv,,JL,27.970021677403125,-12.506975929125732,false,9,2018,6,6,2
id_5073876,20,Zambia_0.05_n_126-150.csv,,JL,29.709607791766786,-11.691060863337691,true,1,2023,6,4,5
id_5073876,20,Zambia_0.05_n_126-150.csv,,JL,29.709607791766786,-11.691060863337691,true,2,2022,6,22,3
id_5073876,20,Zambia_0.05_n_126-150.csv,,JL,29.709607791766786,-11.691060863337691,true,3,2019,6,26,3
id_1065748,22,Zambia_0.05_n_126-150.csv,,JL,32.100790949081244,-9.899012143617476,false,1,2023,7,20,2
id_1065748,22,Zambia_0.05_n_126-150.csv,,JL,32.100790949081244,-9.899012143617476,false,2,2016,9,23,3
id_1061089,23,Zambia_0.05_n_126-150.csv,,JL,30.71593682638029,-9.738810911383794,true,1,2023,6,22,3
id_1387372,24,Zambia_0.05_n_126-150.csv,,JL,28.836567380212497,-9.696311251686256,false,1,2023,9,11,1
id_1387372,24,Zambia_0.05_n_126-150.csv,,JL,28.836567380212497,-9.696311251686256,false,2,2019,6,13,1
id_1387372,24,Zambia_0.05_n_126-150.csv,,JL,28.836567380212497,-9.696311251686256,false,3,2019,6,7,1
id_1387372,24,Zambia_0.05_n_126-150.csv,,JL,28.836567380212497,-9.696311251686256,false,4,2017,8,16,1
id_1021748,25,Zambia_0.05_n_126-150.csv,,JL,31.2315382436706,-8.666008823570264,true,1,2024,8,11,1
id_5239807,1,Zambia_0.05_n_126-150.csv,,JL,24.924479346230267,-17.307920047608796,false,1,2023,7,9,1
id_5239807,1,Zambia_0.05_n_126-150.csv,,JL,24.924479346230267,-17.307920047608796,false,2,2018,6,22,1
id_5119246,15,Zambia_0.05_n_126-150.csv,,JL,27.83511554849652,-13.447781715408356,false,1,2017,7,17,4
id_5121254,14,Zambia_0.05_n_126-150.csv,,JL,26.18127488940309,-13.511126411598692,false,1,2023,7,24,1
id_5114433,16,Zambia_0.05_n_126-150.csv,,JL,28.812820564987604,-13.270909451599664,false,1,2023,7,13,1
id_5114433,16,Zambia_0.05_n_126-150.csv,,JL,28.812820564987604,-13.270909451599664,false,2,2018,10,6,1
id_5234752,2,Zambia_0.05_n_126-150.csv,,JL,26.458388172412803,-17.16427362095116,false,1,2023,8,8,1
id_5234752,2,Zambia_0.05_n_126-150.csv,,JL,26.458388172412803,-17.16427362095116,false,2,2018,6,30,1
id_5223819,3,Zambia_0.05_n_126-150.csv,,JL,27.745307817461807,-16.84726290386437,false,1,2022,8,12,1
id_5223819,3,Zambia_0.05_n_126-150.csv,,JL,27.745307817461807,-16.84726290386437,false,2,2021,9,5,1
id_5223819,3,Zambia_0.05_n_126-150.csv,,JL,27.745307817461807,-16.84726290386437,false,3,2019,9,4,1
id_5093220,17,Zambia_0.05_n_126-150.csv,,JL,26.57106620841706,-12.526467260394602,true,1,2022,6,16,3
id_5093220,17,Zambia_0.05_n_126-150.csv,,JL,26.57106620841706,-12.526467260394602,true,2,2022,6,12,3
id_5128775,13,Zambia_0.05_n_126-150.csv,,JL,28.05808953344187,-13.736252444825316,true,1,2023,8,3,1
id_5128775,13,Zambia_0.05_n_126-150.csv,,JL,28.05808953344187,-13.736252444825316,true,2,2021,9,16,1
id_5128775,13,Zambia_0.05_n_126-150.csv,,JL,28.05808953344187,-13.736252444825316,true,3,2020,10,17,1
id_5190363,7,Zambia_0.05_n_126-150.csv,,JL,23.021037007844026,-15.718435293476892,false,1,2023,7,30,1
id_5190363,7,Zambia_0.05_n_126-150.csv,,JL,23.021037007844026,-15.718435293476892,false,2,2020,7,16,1
id_5190363,7,Zambia_0.05_n_126-150.csv,,JL,23.021037007844026,-15.718435293476892,false,3,2018,9,17,1
id_5190363,7,Zambia_0.05_n_126-150.csv,,JL,23.021037007844026,-15.718435293476892,false,4,2017,7,7,1
id_5190893,6,Zambia_0.05_n_126-150.csv,,JL,23.905641272742653,-15.759876297213651,true,1,2023,8,7,1
id_5190893,6,Zambia_0.05_n_126-150.csv,,JL,23.905641272742653,-15.759876297213651,true,2,2018,7,23,1
id_5145642,12,Zambia_0.05_n_126-150.csv,,JL,28.3114774038586,-14.385905112309972,true,1,2024,8,6,1
id_5145642,12,Zambia_0.05_n_126-150.csv,,JL,28.3114774038586,-14.385905112309972,true,2,2020,6,6,1
id_5145642,12,Zambia_0.05_n_126-150.csv,,JL,28.3114774038586,-14.385905112309972,true,3,2019,9,4,1
id_5145642,12,Zambia_0.05_n_126-150.csv,,JL,28.3114774038586,-14.385905112309972,true,4,2016,9,19,1
id_5145642,12,Zambia_0.05_n_126-150.csv,,JL,28.3114774038586,-14.385905112309972,true,5,2016,7,27,1
id_5222304,4,Zambia_0.05_n_126-150.csv,,JL,27.876506078214685,-16.801550550732834,true,1,2019,9,4,4
id_5163169,10,Zambia_0.05_n_126-150.csv,,JL,22.258257804246096,-14.86485989757525,false,1,2023,9,7,1
id_5155835,11,Zambia_0.05_n_126-150.csv,,JL,24.81186440337041,-14.713744271226473,true,1,2023,9,6,2
id_5155835,11,Zambia_0.05_n_126-150.csv,,JL,24.81186440337041,-14.713744271226473,true,2,2019,6,10,2
id_5155835,11,Zambia_0.05_n_126-150.csv,,JL,24.81186440337041,-14.713744271226473,true,3,2017,7,6,3
id_5201647,5,Zambia_0.05_n_126-150.csv,,JL,26.62948581032412,-16.206455555176877,false,1,2023,10,15,1
id_5201647,5,Zambia_0.05_n_126-150.csv,,JL,26.62948581032412,-16.206455555176877,false,2,2016,10,31,1
