site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_3595890,8,Zambia_0.05_n_525-549.csv,,DSB,31.038137212961026,-14.363330999372184,true,1,2023,6,14,1
id_5144158,9,Zambia_0.05_n_525-549.csv,,DSB,23.38967072591292,-14.298811157792198,true,1,2023,7,19,3
id_5105614,15,Zambia_0.05_n_525-549.csv,,DSB,26.8745774209563,-12.997008900796608,false,1,2024,7,1,1
id_5095226,16,Zambia_0.05_n_525-549.csv,,DSB,27.69420510442572,-12.607294903455015,true,1,2023,7,29,5
id_5095226,16,Zambia_0.05_n_525-549.csv,,DSB,27.69420510442572,-12.607294903455015,true,2,2021,6,16,5
id_5095226,16,Zambia_0.05_n_525-549.csv,,DSB,27.69420510442572,-12.607294903455015,true,3,2017,9,23,4
id_5095226,16,Zambia_0.05_n_525-549.csv,,DSB,27.69420510442572,-12.607294903455015,true,4,2017,7,17,5
id_3513441,18,Zambia_0.05_n_525-549.csv,,DSB,30.051997002188163,-12.402264797031709,true,1,2023,7,21,1
id_3517269,17,Zambia_0.05_n_525-549.csv,,DSB,32.87513429296739,-12.590081395177108,false,1,2023,8,26,1
id_5129442,12,Zambia_0.05_n_525-549.csv,,DSB,29.130758662925057,-13.747396166997708,false,1,2023,7,13,1
id_5129442,12,Zambia_0.05_n_525-549.csv,,DSB,29.130758662925057,-13.747396166997708,false,2,2020,7,14,1
id_5129442,12,Zambia_0.05_n_525-549.csv,,DSB,29.130758662925057,-13.747396166997708,false,3,2019,9,22,1
id_5129442,12,Zambia_0.05_n_525-549.csv,,DSB,29.130758662925057,-13.747396166997708,false,4,2019,7,27,1
id_5129442,12,Zambia_0.05_n_525-549.csv,,DSB,29.130758662925057,-13.747396166997708,false,5,2016,8,1,1
id_5117171,13,Zambia_0.05_n_525-549.csv,,DSB,23.164667829025664,-13.347758074530766,true,1,2019,8,8,1
id_3586131,11,Zambia_0.05_n_525-549.csv,,DSB,31.89195554717981,-14.19709962310604,false,1,2024,6,30,1
id_3587763,10,Zambia_0.05_n_525-549.csv,,DSB,32.0586408411698,-14.224935283589309,false,1,2024,8,26,5
id_3445924,22,Zambia_0.05_n_525-549.csv,,DSB,31.789603759754456,-10.245528750023048,true,1,2024,7,21,2
id_1068107,23,Zambia_0.05_n_525-549.csv,,DSB,32.35603261562764,-9.971950662644794,true,1,2023,9,21,1
id_1068107,23,Zambia_0.05_n_525-549.csv,,DSB,32.35603261562764,-9.971950662644794,true,2,2016,10,10,1
id_1032912,25,Zambia_0.05_n_525-549.csv,,DSB,31.548677886355147,-8.893405645537761,true,1,2024,8,29,5
id_5089086,19,Zambia_0.05_n_525-549.csv,,DSB,26.37808331685522,-12.399493794818008,true,1,2023,7,24,1
id_5089086,19,Zambia_0.05_n_525-549.csv,,DSB,26.37808331685522,-12.399493794818008,true,2,2022,6,9,1
id_5089086,19,Zambia_0.05_n_525-549.csv,,DSB,26.37808331685522,-12.399493794818008,true,3,2018,7,3,1
id_3507315,20,Zambia_0.05_n_525-549.csv,,DSB,33.11427322279344,-12.047496431472386,true,1,2022,8,19,1
id_3507315,20,Zambia_0.05_n_525-549.csv,,DSB,33.11427322279344,-12.047496431472386,true,2,2021,8,28,4
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,1,2022,10,27,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,2,2022,10,21,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,3,2022,10,17,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,4,2022,10,8,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,5,2022,10,6,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,6,2022,9,19,3
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,7,2021,6,2,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,8,2020,9,1,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,9,2020,8,27,1
id_5108284,14,Zambia_0.05_n_525-549.csv,,DSB,28.645337156145352,-13.064143908886573,false,10,2019,8,23,1
id_5177167,4,Zambia_0.05_n_525-549.csv,,DSB,28.903091923808528,-15.240401312082314,false,1,2017,10,31,3
id_5172235,5,Zambia_0.05_n_525-549.csv,,DSB,28.59505055125187,-15.125307688987036,true,1,2023,9,16,1
id_5172235,5,Zambia_0.05_n_525-549.csv,,DSB,28.59505055125187,-15.125307688987036,true,2,2018,8,22,2
id_5172235,5,Zambia_0.05_n_525-549.csv,,DSB,28.59505055125187,-15.125307688987036,true,3,2017,10,13,1
id_5172235,5,Zambia_0.05_n_525-549.csv,,DSB,28.59505055125187,-15.125307688987036,true,4,2016,8,4,1
id_5172235,5,Zambia_0.05_n_525-549.csv,,DSB,28.59505055125187,-15.125307688987036,true,5,2016,6,8,3
id_5146409,7,Zambia_0.05_n_525-549.csv,,DSB,27.031530991733508,-14.41666389912221,true,1,2023,6,30,1
id_5154146,6,Zambia_0.05_n_525-549.csv,,DSB,24.49680682129368,-14.665384648351536,true,1,2019,8,12,3
id_5191569,2,Zambia_0.05_n_525-549.csv,,DSB,23.49495220045273,-15.789753643173851,false,1,2023,8,1,1
id_5191569,2,Zambia_0.05_n_525-549.csv,,DSB,23.49495220045273,-15.789753643173851,false,2,2019,6,17,1
id_5191569,2,Zambia_0.05_n_525-549.csv,,DSB,23.49495220045273,-15.789753643173851,false,3,2019,6,10,1
id_5191569,2,Zambia_0.05_n_525-549.csv,,DSB,23.49495220045273,-15.789753643173851,false,4,2017,8,26,1
id_5190825,3,Zambia_0.05_n_525-549.csv,,DSB,28.17997644900701,-15.769640235499336,false,1,2017,8,28,5
id_5190825,3,Zambia_0.05_n_525-549.csv,,DSB,28.17997644900701,-15.769640235499336,false,2,2016,8,12,5
id_5243477,1,Zambia_0.05_n_525-549.csv,,DSB,26.796608063025506,-17.41799623289613,true,1,2023,6,30,1
id_5243477,1,Zambia_0.05_n_525-549.csv,,DSB,26.796608063025506,-17.41799623289613,true,2,2018,6,15,1
