site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5084883,23,Zambia_0.05_n_201-225.csv,,KL,27.233555941414085,-12.27350238911974,true,1,2021,10,16,1
id_5084883,23,Zambia_0.05_n_201-225.csv,,KL,27.233555941414085,-12.27350238911974,true,2,2019,8,3,1
id_5082172,24,Zambia_0.05_n_201-225.csv,,KL,25.49643987881532,-12.15195257621632,false,1,2023,7,19,1
id_5082172,24,Zambia_0.05_n_201-225.csv,,KL,25.49643987881532,-12.15195257621632,false,2,2020,8,13,1
id_5205594,8,Zambia_0.05_n_201-225.csv,,KL,27.181607268749552,-16.324222949338946,false,1,2023,6,17,3
id_5205594,8,Zambia_0.05_n_201-225.csv,,KL,27.181607268749552,-16.324222949338946,false,2,2018,10,20,4
id_5199680,9,Zambia_0.05_n_201-225.csv,,KL,26.63895678194613,-16.143191076927398,true,1,2023,10,15,4
id_5199680,9,Zambia_0.05_n_201-225.csv,,KL,26.63895678194613,-16.143191076927398,true,2,2020,9,16,5
id_5199680,9,Zambia_0.05_n_201-225.csv,,KL,26.63895678194613,-16.143191076927398,true,3,2016,10,31,5
id_5243066,3,Zambia_0.05_n_201-225.csv,,KL,25.704558711554693,-17.404854331838877,false,1,2021,9,2,1
id_5243066,3,Zambia_0.05_n_201-225.csv,,KL,25.704558711554693,-17.404854331838877,false,2,2018,6,11,1
id_5243066,3,Zambia_0.05_n_201-225.csv,,KL,25.704558711554693,-17.404854331838877,false,3,2017,8,31,1
id_5243066,3,Zambia_0.05_n_201-225.csv,,KL,25.704558711554693,-17.404854331838877,false,4,2016,8,2,1
id_5159086,14,Zambia_0.05_n_201-225.csv,,KL,27.477660392220955,-14.804956925343737,true,1,2018,8,29,2
id_5159086,14,Zambia_0.05_n_201-225.csv,,KL,27.477660392220955,-14.804956925343737,true,2,2017,9,12,1
id_5241848,4,Zambia_0.05_n_201-225.csv,,KL,26.86255214559452,-17.37285673184882,true,1,2023,8,8,1
id_5241848,4,Zambia_0.05_n_201-225.csv,,KL,26.86255214559452,-17.37285673184882,true,2,2017,6,5,1
id_5148246,17,Zambia_0.05_n_201-225.csv,,KL,23.942973028470377,-14.460091558125203,false,1,2023,7,19,1
id_5148246,17,Zambia_0.05_n_201-225.csv,,KL,23.942973028470377,-14.460091558125203,false,2,2020,10,12,1
id_5148246,17,Zambia_0.05_n_201-225.csv,,KL,23.942973028470377,-14.460091558125203,false,3,2017,7,19,1
id_3603781,16,Zambia_0.05_n_201-225.csv,,KL,31.259563361229404,-14.500631691813211,true,1,2023,6,6,4
