site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_1375774,25,Zambia_0.05_n_250-274.csv,,JL,29.868204678327395,-8.867125040422703,false,1,2019,9,17,1
id_1375774,25,Zambia_0.05_n_250-274.csv,,JL,29.868204678327395,-8.867125040422703,false,2,2017,9,7,1
id_3591512,11,Zambia_0.05_n_250-274.csv,,JL,31.85443490332305,-14.28732520488405,false,1,2024,6,30,5
id_3591512,11,Zambia_0.05_n_250-274.csv,,JL,31.85443490332305,-14.28732520488405,false,2,2016,6,3,5
id_1380838,24,Zambia_0.05_n_250-274.csv,,JL,29.90788451957486,-9.282378118883324,true,1,2017,10,6,1
id_3572890,12,Zambia_0.05_n_250-274.csv,,JL,32.89294298369383,-13.973591739493871,false,1,2024,7,31,1
id_3572890,12,Zambia_0.05_n_250-274.csv,,JL,32.89294298369383,-13.973591739493871,false,2,2016,7,26,1
id_5145539,10,Zambia_0.05_n_250-274.csv,,JL,23.54602898884027,-14.364326517563878,false,1,2023,7,22,1
id_1380953,23,Zambia_0.05_n_250-274.csv,,JL,29.71697656334324,-9.292916247048172,true,1,2024,6,28,3
id_5043183,21,Zambia_0.05_n_250-274.csv,,JL,29.232280778572907,-10.402802478697662,false,1,2024,9,1,1
id_5043183,21,Zambia_0.05_n_250-274.csv,,JL,29.232280778572907,-10.402802478697662,false,2,2017,9,18,1
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,1,2024,9,29,1
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,2,2022,8,19,1
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,3,2022,7,31,1
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,4,2020,7,23,1
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,5,2019,6,14,2
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,6,2018,6,9,4
id_3447282,22,Zambia_0.05_n_250-274.csv,,JL,31.059158063375044,-10.278147738333155,false,7,2017,9,15,1
id_5174936,7,Zambia_0.05_n_250-274.csv,,JL,28.48384657502192,-15.189334517296723,false,1,2021,8,17,5
id_5174936,7,Zambia_0.05_n_250-274.csv,,JL,28.48384657502192,-15.189334517296723,false,2,2017,8,30,5
id_5174936,7,Zambia_0.05_n_250-274.csv,,JL,28.48384657502192,-15.189334517296723,false,3,2017,8,25,5
id_5203774,4,Zambia_0.05_n_250-274.csv,,JL,27.059887970324027,-16.27005163431358,false,1,2023,6,25,1
id_5203774,4,Zambia_0.05_n_250-274.csv,,JL,27.059887970324027,-16.27005163431358,false,2,2021,9,5,1
id_5203774,4,Zambia_0.05_n_250-274.csv,,JL,27.059887970324027,-16.27005163431358,false,3,2018,8,18,1
id_5061489,19,Zambia_0.05_n_250-274.csv,,JL,29.44783444255947,-11.097032548537772,false,1,2023,9,16,4
