site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,1,2024,8,6,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,2,2020,8,31,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,3,2020,6,6,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,4,2019,10,22,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,5,2019,9,14,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,6,2016,9,19,1
id_5148342,10,Zambia_0.05_n_575-599.csv,,KL,28.31200670133472,-14.476297994758069,true,7,2016,7,27,1
id_5173882,6,Zambia_0.05_n_575-599.csv,,KL,22.716398629110888,-15.13544197718982,true,1,2023,9,9,3
id_5173882,6,Zambia_0.05_n_575-599.csv,,KL,22.716398629110888,-15.13544197718982,true,2,2018,8,5,4
id_5118537,14,Zambia_0.05_n_575-599.csv,,KL,27.871967091095645,-13.42053233453418,false,1,2017,7,17,1
id_3542802,15,Zambia_0.05_n_575-599.csv,,KL,30.17031974845271,-13.32487202375814,true,1,2024,7,29,1
id_3542802,15,Zambia_0.05_n_575-599.csv,,KL,30.17031974845271,-13.32487202375814,true,2,2019,8,18,1
id_3542802,15,Zambia_0.05_n_575-599.csv,,KL,30.17031974845271,-13.32487202375814,true,3,2019,7,27,1
id_3542802,15,Zambia_0.05_n_575-599.csv,,KL,30.17031974845271,-13.32487202375814,true,4,2018,7,28,4
id_5088193,17,Zambia_0.05_n_575-599.csv,,KL,26.85648452150439,-12.373038976620991,true,1,2023,8,11,1
id_5113406,16,Zambia_0.05_n_575-599.csv,,KL,28.849455125256707,-13.234492918177368,true,1,2023,7,13,2
id_5113406,16,Zambia_0.05_n_575-599.csv,,KL,28.849455125256707,-13.234492918177368,true,2,2019,9,11,1
id_5130972,12,Zambia_0.05_n_575-599.csv,,KL,25.98596789049484,-13.808764606202445,false,1,2023,10,10,1
id_5130041,13,Zambia_0.05_n_575-599.csv,,KL,29.306553190973315,-13.763885377899165,false,1,2024,7,11,1
id_5130041,13,Zambia_0.05_n_575-599.csv,,KL,29.306553190973315,-13.763885377899165,false,2,2019,8,30,1
id_5130041,13,Zambia_0.05_n_575-599.csv,,KL,29.306553190973315,-13.763885377899165,false,3,2019,7,27,1
id_5130041,13,Zambia_0.05_n_575-599.csv,,KL,29.306553190973315,-13.763885377899165,false,4,2016,7,29,1
id_5133052,11,Zambia_0.05_n_575-599.csv,,KL,29.492459396436423,-13.86145336564645,true,1,2024,9,1,1
id_5133052,11,Zambia_0.05_n_575-599.csv,,KL,29.492459396436423,-13.86145336564645,true,2,2024,8,6,1
id_5133052,11,Zambia_0.05_n_575-599.csv,,KL,29.492459396436423,-13.86145336564645,true,3,2019,7,8,1
id_5171013,7,Zambia_0.05_n_575-599.csv,,KL,28.24132984748657,-15.100409672536964,false,1,2017,10,20,5
id_5171013,7,Zambia_0.05_n_575-599.csv,,KL,28.24132984748657,-15.100409672536964,false,2,2017,8,28,5
id_5171013,7,Zambia_0.05_n_575-599.csv,,KL,28.24132984748657,-15.100409672536964,false,3,2016,8,12,5
id_5171013,7,Zambia_0.05_n_575-599.csv,,KL,28.24132984748657,-15.100409672536964,false,4,2016,7,27,5
id_5045338,22,Zambia_0.05_n_575-599.csv,,KL,29.031958345837825,-10.485486545526411,true,1,2020,10,4,1
id_3458830,21,Zambia_0.05_n_575-599.csv,,KL,31.925402180362752,-10.580591285397292,true,1,2024,9,16,1
id_3458830,21,Zambia_0.05_n_575-599.csv,,KL,31.925402180362752,-10.580591285397292,true,2,2019,6,14,1
id_1069716,23,Zambia_0.05_n_575-599.csv,,KL,31.18814751861086,-10.030936200633487,true,1,2023,8,10,2
id_1069716,23,Zambia_0.05_n_575-599.csv,,KL,31.18814751861086,-10.030936200633487,true,2,2022,9,6,3
id_1069716,23,Zambia_0.05_n_575-599.csv,,KL,31.18814751861086,-10.030936200633487,true,3,2020,7,23,3
id_1067563,24,Zambia_0.05_n_575-599.csv,,KL,32.72098298010213,-9.95436631377739,true,1,2023,9,18,1
id_1067563,24,Zambia_0.05_n_575-599.csv,,KL,32.72098298010213,-9.95436631377739,true,2,2018,6,24,1
id_1067563,24,Zambia_0.05_n_575-599.csv,,KL,32.72098298010213,-9.95436631377739,true,3,2017,9,24,1
id_1058716,25,Zambia_0.05_n_575-599.csv,,KL,32.62097884399966,-9.646755113972986,true,1,2017,9,24,1
id_5085893,18,Zambia_0.05_n_575-599.csv,,KL,25.31170964877701,-12.304560532847312,false,1,2024,6,21,1
id_5085893,18,Zambia_0.05_n_575-599.csv,,KL,25.31170964877701,-12.304560532847312,false,2,2017,6,28,1
id_5056518,20,Zambia_0.05_n_575-599.csv,,KL,28.613761461720888,-10.85855821951341,true,1,2023,6,20,1
id_5056518,20,Zambia_0.05_n_575-599.csv,,KL,28.613761461720888,-10.85855821951341,true,2,2020,8,8,1
id_5179974,5,Zambia_0.05_n_575-599.csv,,KL,22.676143851066083,-15.287991960047954,false,1,2018,6,27,1
id_3609053,9,Zambia_0.05_n_575-599.csv,,KL,30.87842101827885,-14.58785852735246,false,1,2024,8,16,1
id_3609053,9,Zambia_0.05_n_575-599.csv,,KL,30.87842101827885,-14.58785852735246,false,2,2023,6,9,1
id_5198628,2,Zambia_0.05_n_575-599.csv,,KL,27.66767262082675,-16.106292183927163,true,1,2023,6,17,1
id_5198628,2,Zambia_0.05_n_575-599.csv,,KL,27.66767262082675,-16.106292183927163,true,2,2021,9,5,3
id_5198628,2,Zambia_0.05_n_575-599.csv,,KL,27.66767262082675,-16.106292183927163,true,3,2021,6,17,1
id_5198628,2,Zambia_0.05_n_575-599.csv,,KL,27.66767262082675,-16.106292183927163,true,4,2019,7,27,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,1,2022,7,6,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,2,2022,6,18,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,3,2021,7,3,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,4,2020,9,3,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,5,2019,9,15,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,6,2019,6,6,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,7,2018,8,18,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,8,2018,7,3,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,9,2017,10,13,1
id_5186230,3,Zambia_0.05_n_575-599.csv,,KL,28.35564700677472,-15.515538185510698,true,10,2016,10,6,1
id_5234801,1,Zambia_0.05_n_575-599.csv,,KL,26.928526652091648,-17.164987251539127,true,1,2023,8,8,4
id_5234801,1,Zambia_0.05_n_575-599.csv,,KL,26.928526652091648,-17.164987251539127,true,2,2020,8,1,3
