site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5092601,18,Zambia_0.05_n_101-125.csv,Anna Boser,AB,24.960879112558818,-12.501002119335134,false,1,2024,7,12,1
id_5106265,17,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.317228869056635,-13.014930672050308,true,1,2023,7,16,5
id_5106265,17,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.317228869056635,-13.014930672050308,true,2,2019,9,16,1
id_5215242,3,Zambia_0.05_n_101-125.csv,Anna Boser,AB,26.56308708344337,-16.613122248631264,true,1,2016,10,31,5
id_5121300,15,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.02012755987878,-13.510387499928614,false,1,2023,8,3,1
id_5121300,15,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.02012755987878,-13.510387499928614,false,2,2017,6,4,1
id_5121300,15,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.02012755987878,-13.510387499928614,false,3,2016,8,2,1
id_5248727,1,Zambia_0.05_n_101-125.csv,Anna Boser,AB,26.240499223745218,-17.561268679796285,false,1,2023,8,11,1
id_5248727,1,Zambia_0.05_n_101-125.csv,Anna Boser,AB,26.240499223745218,-17.561268679796285,false,2,2019,6,1,1
id_5220217,2,Zambia_0.05_n_101-125.csv,,AB,26.62845327146636,-16.748844422177925,false,1,2016,10,31,1
id_5120065,16,Zambia_0.05_n_101-125.csv,Anna Boser,AB,26.236829567992093,-13.47513515854939,true,1,2023,7,24,1
id_5133803,12,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.54000900267712,-13.896421849035953,true,1,2018,10,3,5
id_5133803,12,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.54000900267712,-13.896421849035953,true,2,2018,9,16,5
id_5133803,12,Zambia_0.05_n_101-125.csv,Anna Boser,AB,28.54000900267712,-13.896421849035953,true,3,2016,9,1,5
id_5198343,6,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.61153949085305,-16.097420358722548,false,1,2023,6,22,5
id_5198343,6,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.61153949085305,-16.097420358722548,false,2,2021,6,17,1
id_5198343,6,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.61153949085305,-16.097420358722548,false,3,2019,7,27,1
id_5204478,5,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.69635912194645,-16.286994171812346,true,1,2023,6,17,5
id_5204478,5,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.69635912194645,-16.286994171812346,true,2,2021,9,5,5
id_5204478,5,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.69635912194645,-16.286994171812346,true,3,2021,6,17,5
id_5204478,5,Zambia_0.05_n_101-125.csv,Anna Boser,AB,27.69635912194645,-16.286994171812346,true,4,2019,7,27,5
