name,operator_initials,internal_id,month,day,year,certainty,uncertainty_explanation,category,site_id,polygon_area_m2,plot_file,x,y,water_source,source_file
MV_1_6.30.2023,MV,1,6,30,2023,5,,small-scale,id_5231730,190.767354749719,Zambia_0.05_n_425-449.csv,26.79698393603269,-17.074503902774385,False,MV_v2_425-449
MV_1_6.30.2023,MV,1,6,30,2023,1,unclear signs of agriculture,small-scale,id_5231730,216.34376796221602,Zambia_0.05_n_425-449.csv,26.79698393603269,-17.074503902774385,False,MV_v2_425-449
MV_2_10.25.2023,MV,2,10,25,2023,1,only slightly green,small-scale,id_5221171,1259.898160086227,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.25.2023,MV,2,10,25,2023,5,,small-scale,id_5221171,105.25253310821121,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.25.2023,MV,2,10,25,2023,3,unclear signs of agriculture,small-scale,id_5221171,79.87242788464954,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_8.9.2020,MV,2,8,9,2020,5,,small-scale,id_5221171,42.871717884787145,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_8.9.2020,MV,2,8,9,2020,3,unclear signs of agriculture,small-scale,id_5221171,60.87301749400463,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_8.9.2020,MV,2,8,9,2020,4,uneven,small-scale,id_5221171,20.464066681702676,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.19.2019,MV,2,10,19,2019,4,unclear signs of agriculture,small-scale,id_5221171,491.3525865175367,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.19.2019,MV,2,10,19,2019,3,unclear signs of agriculture,small-scale,id_5221171,56.415491920383865,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.19.2019,MV,2,10,19,2019,3,unclear signs of agriculture,small-scale,id_5221171,234.183285202996,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_2_10.19.2019,MV,2,10,19,2019,3,uneven,small-scale,id_5221171,54.143176293866894,Zambia_0.05_n_425-449.csv,26.074808140991014,-16.774221162261558,False,MV_v2_425-449
MV_5_7.11.2024,MV,5,7,11,2024,5,,tree_crop,id_5177437,1154.1249711832636,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_5_7.11.2024,MV,5,7,11,2024,3,only slightly green,small-scale,id_5177437,2749.1183404846006,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_5_7.11.2024,MV,5,7,11,2024,5,,small-scale,id_5177437,915.8563520442062,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_5_7.11.2024,MV,5,7,11,2024,4,only slightly green,small-scale,id_5177437,2712.7300545543367,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_5_7.11.2024,MV,5,7,11,2024,2,uneven,small-scale,id_5177437,1640.0149526273963,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_5_8.18.2018,MV,5,8,18,2018,2,unclear signs of agriculture,small-scale,id_5177437,84.40669708401349,Zambia_0.05_n_425-449.csv,28.13049852321312,-15.2546628563466,False,MV_v2_425-449
MV_8_7.21.2021,MV,8,7,21,2021,3,unclear signs of agriculture,small-scale,id_3577984,87.23524161942072,Zambia_0.05_n_425-449.csv,32.84658808509332,-14.06398643612544,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,998.620271212784,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,unclear signs of agriculture,small-scale,id_5137236,110.90653760802758,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,unclear signs of agriculture,small-scale,id_5137236,60.18762025794735,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,unclear signs of agriculture,small-scale,id_5137236,61.42225429221008,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,2,may naturally be green,small-scale,id_5137236,406.01537735052744,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,128.24882605551258,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,182.6843670101216,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,3,unclear signs of agriculture,small-scale,id_5137236,40.92104740643669,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,260.3700522460292,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,unclear signs of agriculture,small-scale,id_5137236,278.26590015572094,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,404.72227731425687,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,uneven,small-scale,id_5137236,7284.5125489963675,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,4,uneven,small-scale,id_5137236,683.577717472903,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,1035.5224532483346,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,5,,small-scale,id_5137236,151.7711245584153,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,3,uneven,small-scale,id_5137236,1291.6136946015617,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_8.8.2023,MV,9,8,8,2023,3,,small-scale,id_5137236,57.24679231944782,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,2,unclear signs of agriculture,small-scale,id_5137236,135.03350862267354,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,3,uneven,small-scale,id_5137236,267.5585644746588,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,only slightly green,small-scale,id_5137236,272.86060035581954,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,unclear signs of agriculture,small-scale,id_5137236,438.8485034337869,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,unclear signs of agriculture,small-scale,id_5137236,285.405365493144,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,only slightly green,small-scale,id_5137236,282.8561046868087,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,unclear signs of agriculture,small-scale,id_5137236,77.53288795990144,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,5,,small-scale,id_5137236,301.762903994656,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,unclear signs of agriculture,small-scale,id_5137236,657.452360831164,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,uneven,small-scale,id_5137236,1181.5818907259322,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,5,,small-scale,id_5137236,1416.663702295743,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,4,unclear signs of agriculture,small-scale,id_5137236,459.25944314350295,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.19.2020,MV,9,6,19,2020,5,,small-scale,id_5137236,1523.5792005467722,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_10.29.2019,MV,9,10,29,2019,3,unclear signs of agriculture,small-scale,id_5137236,172.9539774258993,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_10.29.2019,MV,9,10,29,2019,3,uneven,small-scale,id_5137236,470.9597827516139,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_10.29.2019,MV,9,10,29,2019,3,unclear signs of agriculture,small-scale,id_5137236,99.40921231713261,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_10.29.2019,MV,9,10,29,2019,5,,small-scale,id_5137236,635.3895445851592,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.25.2019,MV,9,6,25,2019,5,,small-scale,id_5137236,928.1838888429862,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.25.2019,MV,9,6,25,2019,5,,small-scale,id_5137236,917.8151497323606,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.25.2019,MV,9,6,25,2019,4,unclear signs of agriculture,small-scale,id_5137236,795.2146441783781,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_9_6.25.2019,MV,9,6,25,2019,4,uneven,small-scale,id_5137236,122.25984136207194,Zambia_0.05_n_425-449.csv,28.587137054947487,-14.022665213286162,True,MV_v2_425-449
MV_11_10.29.2018,MV,11,10,29,2018,3,unclear signs of agriculture,small-scale,id_3555634,816.1345869489996,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_10.29.2018,MV,11,10,29,2018,3,unclear signs of agriculture,small-scale,id_3555634,160.68166570868553,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,5,,small-scale,id_3555634,354.9540836930844,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,4,uneven,small-scale,id_3555634,668.8526536813519,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,3,unclear signs of agriculture,small-scale,id_3555634,311.7311792200924,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,5,,small-scale,id_3555634,158.22996717702642,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,4,uneven,small-scale,id_3555634,395.0658495429778,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,4,uneven,small-scale,id_3555634,562.7021223207256,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
MV_11_6.23.2016,MV,11,6,23,2016,4,uneven,small-scale,id_3555634,291.71100942727566,Zambia_0.05_n_425-449.csv,32.458592497175346,-13.620382422977825,True,MV_v2_425-449
